TEAM,EFG_O,EFG_D,TOR,TORD,ORB,DRB,FTR,FTRD,YEAR,WR
Providence,51.1,49.7,16.8,16.9,34.7,27.3,36.3,25.4,2023,0.636
North Carolina St.,51.5,49.8,13.5,18.8,30.4,26.2,25.3,34,2023,0.676
Arizona St.,48.4,46.5,16.8,20.1,29.2,31.5,31.2,33.5,2023,0.639
Mississippi St.,46.7,46.2,19.4,21.7,35.5,28.6,33.8,27.6,2023,0.618
Nevada,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,2023,0.688
Drake,52.9,46.9,15.5,17.5,23.8,22.4,28.4,27.4,2023,0.794
VCU,52,46.9,19.6,23.9,28.9,30,41.6,31.1,2023,0.771
Oral Roberts,55.4,48.6,13.3,17.4,24.5,27.7,24.2,21.7,2023,0.968
College of Charleston,51.1,47.9,16.7,19.3,34.6,25.4,32.7,24.9,2023,0.912
Furman,55,50.7,15.7,18.2,28.9,27.3,34.8,31.9,2023,0.848
Louisiana Lafayette,52.8,50.5,17.7,18.4,33.3,26.3,37,34.2,2023,0.839
Iona,51.6,46.3,15.1,20.7,31.6,30.8,29,30.9,2023,0.771
Kent St.,50.8,47.3,16.3,22.3,31.3,30.2,31.5,38.1,2023,0.848
Grand Canyon,52.8,47.5,18.1,15.1,30.2,30.4,36.9,33.2,2023,0.727
Montana St.,51,49.8,17.8,20.1,25.7,25.4,44,35.1,2023,0.758
Kennesaw St.,52.7,51.1,17.8,19.5,27.3,25.4,35.9,36.8,2023,0.813
UC Santa Barbara,54.1,50.1,17,18.5,26.3,26.1,34.4,29.2,2023,0.818
Vermont,54.8,51,14.3,16.6,19.2,22.3,28.1,26.9,2023,0.697
Colgate,58.2,52.2,15,17.6,25,24.5,27.3,20.2,2023,0.765
UNC Asheville,53.6,48.3,20.1,17.8,25.7,29.1,40.9,26.8,2023,0.818
Princeton,52.2,48.4,16.5,14.7,28.1,22.6,30.4,28.1,2023,0.767
Fairleigh Dickinson,51.3,54.7,16.3,21.1,30.9,29.3,28,33.9,2023,0.600
Northern Kentucky,49.1,51.3,17.3,23.3,31.6,33,26.9,30.5,2023,0.667
Howard,51.8,50.9,22.8,20.6,33.7,31.9,32.2,33.9,2023,0.688
Texas A&M Corpus Chris,50.5,52.6,17.7,20.4,32.8,27.8,34.8,38.2,2023,0.774
Texas Southern,46.1,49.6,20.3,18.5,29.2,27.5,34.3,38.8,2023,0.424
Southeast Missouri St.,50.1,51.3,17.3,19,25,28.3,38.2,44.1,2023,0.559
LIU Brooklyn,45.6,55.1,22.7,16.7,24.7,30.3,31.7,32.1,2023,0.111
California,43.7,51.6,20.1,16,25.3,30.4,31.5,32.6,2023,0.094
Green Bay,46,54.8,21.1,16.1,21.7,32.4,31.5,31.6,2023,0.094
Louisville,48,54.1,22.3,15.2,28.2,30.1,32.9,30.6,2023,0.125
Hartford,47.7,55.4,22.7,17.6,25.2,33.5,24.1,27.7,2023,0.200
Tulsa,47.9,53.6,19.1,17,24.9,33,26.7,27.8,2023,0.167
South Carolina St.,46.9,57.7,20.9,21,34.2,34.5,29.2,43.5,2023,0.167
Presbyterian,47.3,54,20.8,18.4,29.9,29.5,36.5,39.1,2023,0.167
Evansville,45.1,55.8,17.6,18.9,20.7,25.5,29.4,30.1,2023,0.156
Mississippi Valley St.,45.4,53.3,23.4,19.5,28.7,32.4,38,39.8,2023,0.156
IUPUI,49.7,55,23.2,16.7,29,31.9,32.2,36,2023,0.167
Delaware St.,45.7,54.4,23.5,19,30.1,29.4,29.3,37,2023,0.222
Columbia,45.5,52,19.9,17.6,25.3,30.9,28.1,28.8,2023,0.259
Florida A&M,45,51.1,24,18,27.6,33.6,31.4,44.6,2023,0.259
NJIT,48.3,52.3,16,14.9,23.4,29.1,28.2,27.9,2023,0.241
Georgetown,47.1,53.6,17.5,15.9,28.9,30,29.1,24.5,2023,0.219
Cal St. Northridge,44.1,50.4,19.6,18,27.3,30.5,36.6,39,2023,0.233
VMI,47.8,56.9,19.3,14.6,28.9,27.3,21,28.1,2023,0.241
Monmouth,43.8,54.4,21.1,21,30.3,32.9,33.1,38.8,2023,0.212
Eastern Michigan,49.2,55.6,16.9,17.1,25.1,32.8,32.2,35,2023,0.267
Western Michigan,48.8,54.8,19.1,14.4,33,27.6,27.8,33.1,2023,0.286
Albany,47.3,55.3,19.2,16.6,27.8,26.7,31,36.8,2023,0.276
Alabama St.,42.3,49.7,18.7,17.7,31.7,34.4,31.2,34.6,2023,0.267
Elon,47.8,52.1,18.4,17.1,24.9,30.6,27.5,29,2023,0.267
Hampton,45.1,53.9,16,15.7,26.5,30.3,32.1,35.3,2023,0.258
Cal Poly,45.8,50.4,20.9,18.6,24.5,24.5,31,42.3,2023,0.258
New Mexico St.,50.2,53.7,18.3,19.1,27,26.5,34.7,37,2023,0.429
Wyoming,51.6,53.4,18.2,16.4,24.2,25.3,33.4,28.9,2023,0.300
Pepperdine,52,52.5,18.3,16.6,25.9,30.5,26.8,32.6,2023,0.310
Minnesota,49,50.5,19.6,14.8,25,30.8,30.8,24.8,2023,0.290
Rhode Island,44.2,49.1,20.4,17.2,31.6,29.5,37,31.7,2023,0.290
Central Arkansas,47.1,54.7,18.1,16.7,27.9,30.5,24.3,28.9,2023,0.300
Austin Peay,46.3,54.7,17.4,19.5,26,31.9,26.1,37,2023,0.321
Eastern Illinois,48,52.2,19.2,19.7,25.3,32.2,32.4,32.5,2023,0.310
Lamar,47.6,53,21.2,17.1,31.9,33.5,32.2,30.8,2023,0.321
Florida St.,49.3,53.1,17.6,17.1,25.9,31.5,30.4,30.9,2023,0.281
Nebraska Omaha,48.5,53.2,18.5,15.8,24.2,28.9,29.6,33.4,2023,0.290
Coppin St.,51,53.2,20.1,18.5,18.6,35.7,37.2,34.2,2023,0.281
Dartmouth,50,51.3,20.2,16.5,23.5,26.2,29.1,31.7,2023,0.385
UC San Diego,49.6,51.8,17.9,16.5,23.2,29.3,26.1,27.9,2023,0.357
Canisius,48.6,52.8,17.5,18.7,28.4,29.9,24.9,27.7,2023,0.345
Northeastern,47.9,50.1,21.3,14.5,31.7,26.9,27.7,31.7,2023,0.333
Loyola Chicago,52.9,51.6,22.1,17.9,24.5,28.5,31.1,37.5,2023,0.323
Georgia St.,45.6,50.7,19.5,17.5,30.1,29.5,33.5,35.4,2023,0.357
Charleston Southern,50.3,54.3,18.1,16.7,32.2,31,27.4,36.6,2023,0.345
Arkansas Pine Bluff,45.2,51.4,21.6,21.4,26.6,29,33.8,43.2,2023,0.370
Little Rock,49.2,56.1,18,19.2,29.3,30.4,31.9,37,2023,0.345
Central Michigan,46.5,51.9,22.9,19.2,30.5,32.5,36.9,41,2023,0.345
SMU,47.4,51.8,18,18.7,28.1,30.5,33,32.8,2023,0.313
UTSA,47.4,52.5,19.5,15.4,28.5,31.2,37.4,30.6,2023,0.333
Idaho,52,54.3,17.2,16.1,19.6,27.8,35.8,31.6,2023,0.333
The Citadel,49.3,52.4,18.2,16.9,20.8,31.7,28.9,33.9,2023,0.323
Holy Cross,48.5,51.8,17.5,17.4,21.5,30.1,25.5,27.8,2023,0.333
Central Connecticut,48.1,51.3,17.9,16.4,28.5,28.2,23.3,26.5,2023,0.313
Houston Christian,51.4,57.5,21.1,16.7,28,31.6,40.6,33.3,2023,0.345
DePaul,49.7,51.6,18.2,17.7,25.8,34.1,27.6,35.7,2023,0.303
Fresno St.,49.3,51.2,18.1,19.7,24.9,28.2,24.3,32.1,2023,0.367
San Diego,51.1,58.2,16,17.3,27.9,29.7,30.9,33.4,2023,0.379
Bowling Green,50.5,54.1,17.5,16.3,29.8,28,32.5,33.6,2023,0.379
Coastal Carolina,47.5,53.1,17.8,15.5,30.3,30.7,28.9,29.3,2023,0.393
Chicago St.,48.8,53.3,21.3,16.7,33.5,33.2,31.9,35.9,2023,0.407
Notre Dame,52,52.1,13.4,13.6,19.6,26.5,23.3,26.5,2023,0.344
South Carolina,46.9,52.6,19.9,15.9,32.7,32.5,26.8,29.4,2023,0.344
Oregon St.,46.5,49.6,20.8,18.2,25.3,30.6,33.9,33.9,2023,0.355
UT Arlington,45.9,51.9,21.1,20.1,32.7,30.8,29.7,39.5,2023,0.379
Idaho St.,50.8,51.4,17.2,17.8,24.6,27.2,28.9,35.5,2023,0.367
Louisiana Monroe,45.2,51.7,18.7,17.6,27.3,29.9,30,28.6,2023,0.379
Valparaiso,49,51.5,18.1,15.6,22.5,24.5,27.9,31.8,2023,0.355
Illinois St.,50.2,51.8,21.8,16.7,28.2,26.7,31.3,34,2023,0.344
UMKC,43.4,50.1,19.9,17.3,35.9,29.4,33.3,39.4,2023,0.367
Lindenwood,48.8,52.4,19.5,17.8,23,31,28.3,31.1,2023,0.379
Cal St. Bakersfield,44.6,51.1,19.8,20.5,27.2,28.4,29.4,43.6,2023,0.355
Stony Brook,47.5,50.3,19.6,14,21.9,27.4,29.4,26.2,2023,0.355
Lafayette,48.7,50.8,17.9,18.2,23.8,25.3,24.5,29.4,2023,0.324
McNeese St.,49,55,21.6,18.4,33.3,30.9,29.2,34.9,2023,0.333
Manhattan,49.2,51.3,19.8,20.5,26.6,34.2,31.5,30.5,2023,0.414
Portland St.,49.6,55,16.8,21.3,24,31.4,34.8,46.6,2023,0.414
South Dakota,50.1,52.7,17.3,14.4,24.9,27.1,28.1,31.8,2023,0.414
Incarnate Word,48.5,54.4,20,20.5,26.3,33.2,33.3,32.7,2023,0.429
Northern Colorado,52.4,53.1,17.5,14,24.3,27,31.4,31.7,2023,0.387
East Tennessee St.,50.5,50.8,19.5,17.5,29.9,28.9,31.2,26.9,2023,0.400
Miami OH,52,53.8,19.6,17.8,26.6,32.6,32.1,37.1,2023,0.414
Illinois Chicago,48.7,51.2,18.3,19.6,22.7,30.3,34.1,33,2023,0.387
Bucknell,51.3,51.2,20.2,15.4,25.4,25,26.9,27.7,2023,0.387
New Orleans,52.7,54.1,23.6,20.2,29.8,32.7,36.5,39.9,2023,0.400
Bethune Cookman,46.6,52.7,18.3,19.3,26.9,34.7,32.1,35.2,2023,0.400
Mississippi,47.5,49.5,18.3,18,33.3,29.9,29.2,30.3,2023,0.364
Northern Arizona,50.5,55.3,15.9,17.2,26.9,25.7,27.4,38.7,2023,0.364
Jacksonville,50.6,49.8,19.1,14.3,23.9,25.7,22.8,27,2023,0.500
Abilene Christian,49.2,56.5,17.3,23.3,25.5,28.6,32.3,45.6,2023,0.500
Maine,51.1,53.4,18.7,20.3,22.9,30,23,28.7,2023,0.464
Jacksonville St.,50.5,52.5,20.2,16.5,29.4,24.1,31.8,29.5,2023,0.464
Fairfield,46,49.3,18.2,17.8,28.6,29.5,37.9,28.1,2023,0.433
Binghamton,49.5,50.5,19.4,15.1,28.7,27.3,28.2,35.4,2023,0.448
St. Francis PA,51.9,51.9,18.3,14.7,25.3,28.9,32.8,29.9,2023,0.448
Northern Illinois,52.2,50.7,20.3,18.6,25,32.8,34.3,35.8,2023,0.433
Prairie View A&M,44.8,48.2,19.6,21.2,31.7,28.7,33,41.8,2023,0.433
Oakland,49.2,54.8,15.1,18.7,24.2,32.7,31.6,22.5,2023,0.419
North Carolina A&T,47.4,50.6,17.5,15.7,24.6,30.2,30,28.5,2023,0.448
Mount St. Mary's,48.6,48.9,20.8,17.9,27.8,29.9,26,29.2,2023,0.406
North Dakota,51,53.5,16.7,15.5,25.7,27.4,27.3,28,2023,0.419
Marist,47.9,47.9,18.1,16.8,25.9,28.9,28.9,28.4,2023,0.394
Arkansas St.,47.6,50.3,18.1,16.6,28.8,28,35.1,34.8,2023,0.433
William & Mary,49.4,53.9,18.8,17,27.4,29.9,29.2,27.4,2023,0.419
Texas A&M Commerce,52.4,52.8,18.9,17.7,26.5,29.9,28.3,37.9,2023,0.406
Loyola MD,51.3,55.5,20.4,20.2,26.6,28.7,28.2,29.8,2023,0.419
Brown,50.7,51.2,19,19.7,23.4,23.7,29.8,26.9,2023,0.519
Harvard,49.5,48.8,19.8,18.4,30.3,24.3,31.2,25,2023,0.538
Morgan St.,47.1,50.8,22,23.8,30.2,37.3,30.9,42.9,2023,0.538
St. Francis NY,45.9,50.5,21.1,19.6,30.9,31.8,31.1,31.6,2023,0.500
North Florida,53.3,52.4,17.3,14,26.2,32.9,28.4,23.5,2023,0.483
High Point,50.2,50.7,19.6,16.3,30.8,32,38.7,35.3,2023,0.483
Stonehill,50.9,50.2,19.7,19.8,19.1,31.4,32.2,27.3,2023,0.467
Butler,49.5,50.1,17.6,18.6,20,30.3,25.9,22.6,2023,0.438
Air Force,54.2,49.3,19,17.1,22.3,28.6,31.2,35.2,2023,0.438
South Florida,50.8,49.8,19.6,18.7,33,27.8,30.7,37.1,2023,0.438
UTEP,48.6,51.1,22.9,22.9,33.3,29.7,38.8,37.3,2023,0.467
St. Bonaventure,49.2,48.6,18.8,19.4,27.5,29.2,29.5,40.9,2023,0.438
FIU,52.1,52.1,20.6,22.8,25.5,36.7,28.7,30.6,2023,0.467
Northern Iowa,51.3,53.8,17.7,18.2,22.6,22.4,31.1,26.5,2023,0.452
Sacramento St.,50.8,52.2,20.8,14.5,32.9,24,27.5,25.8,2023,0.467
Saint Peter's,43.9,49.5,19.5,19.7,36.4,30.6,28.4,51.4,2023,0.452
Mercer,48.9,48.8,18.2,17.4,30.4,27.6,28.6,35.9,2023,0.452
Stanford,52.4,51.5,18.9,18.3,31.2,26.4,29.4,28.6,2023,0.424
Utah Tech,53.2,53.8,21.4,20,28.7,26.8,44.8,35,2023,0.467
LSU,47.3,51.8,18.4,17.5,31.7,28.8,33.7,30.3,2023,0.424
Portland,53.8,54.5,18,16.9,24.1,30.2,43.3,27.7,2023,0.452
Detroit,51.4,53.6,17.6,17.1,35.8,29.7,27.2,28.9,2023,0.438
Jackson St.,47.5,52.5,22,19.1,32.9,29.1,32.9,34,2023,0.424
Wagner,44.9,49.1,19.1,20.9,34.4,24.8,25.2,47,2023,0.577
New Hampshire,45.8,49.1,15,16.2,26,27.4,29.6,30.2,2023,0.536
Gardner Webb,50.7,49.1,19.5,20.3,28.5,25.1,34.8,39.6,2023,0.517
Massachusetts,46.4,50.2,20.2,19.2,34.5,27.9,32.2,32.4,2023,0.484
Oklahoma,52.4,48,20,15.5,23.7,27.2,30.1,30.1,2023,0.469
Buffalo,49.5,52.5,19.2,18.3,32.2,29.1,32.1,36.4,2023,0.500
Winthrop,55.1,54.8,20.6,17.4,25.9,34.2,41.6,31,2023,0.500
UT Rio Grande Valley,51.2,52,22.2,16.9,29,29.5,45.9,38.9,2023,0.536
Denver,52.3,51.7,21.4,15.6,29.8,27.4,39.4,27.7,2023,0.500
Boston University,47,50.5,17.8,18.3,28.7,24.6,29,36.5,2023,0.484
Southern,48.5,51.4,20.5,23,24.4,28.6,34.5,42.9,2023,0.500
Colorado St.,54.8,52.2,16.7,17.9,19.6,27.1,29.8,29.6,2023,0.469
Georgia Tech,48.5,50.1,15.6,15.9,27.5,29.9,23.5,30.8,2023,0.484
Richmond,51.2,49.6,17.1,17.1,21,25.4,33,26.2,2023,0.455
Pacific,52.6,54,16.2,17.9,22.9,31.2,33.1,36.4,2023,0.484
Louisiana Tech,50.9,54,19.9,21.3,30.1,28.1,28.4,38.5,2023,0.500
Bellarmine,51.7,54.7,18.2,17.7,20.6,28.1,25.4,31.8,2023,0.500
Alabama A&M,48.6,49.4,21.4,21.4,29.5,33.9,35.9,41.8,2023,0.500
La Salle,48.5,51,18.1,17.9,30.5,30.5,28.3,31.6,2023,0.441
Rider,49.5,50.3,17.8,16.5,33.8,28.3,29.3,38.6,2023,0.552
Lehigh,49.8,50.3,17.4,16.6,18.8,26.7,31.1,28.5,2023,0.571
Western Illinois,50.1,53.4,15.1,16.4,26.9,26.7,31.4,27.4,2023,0.593
Niagara,50.3,49.8,18.5,16.9,26.5,28.6,30,33.5,2023,0.533
Nicholls St.,50.3,52.5,18.5,23.7,29.3,33.7,27.6,47.6,2023,0.593
Texas Tech,52.3,48.9,19.9,19.9,32.1,30.1,34.8,28.4,2023,0.500
Nebraska,51.7,49.9,18.6,17.7,24.7,28.3,28.2,21.9,2023,0.500
Temple,49.7,48.7,19.8,16.5,28.7,29,34.6,31.5,2023,0.500
Washington,48.8,47.1,19.9,18.4,26.4,34.6,31.7,25.4,2023,0.500
Davidson,50.1,50.8,16.2,17.3,24.9,27.8,32.8,26.7,2023,0.516
Appalachian St.,48.7,47.9,16.3,17.1,24.5,28.8,29.3,24.8,2023,0.552
Georgia,47.1,49.8,19.3,16.8,30.5,30.5,40.5,28.9,2023,0.500
George Washington,53,52,17.6,15.5,26.5,29.7,34.5,27.7,2023,0.516
USC Upstate,50.7,50.1,19.2,20.5,24.6,32.2,31.4,42.8,2023,0.533
Florida,49.4,46.3,16.1,17.8,23.8,30.7,34.5,29.2,2023,0.485
Boston College,48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,2023,0.485
Saint Joseph's,50.2,50.5,18.2,18.9,28.9,30.7,34.2,32.8,2023,0.485
East Carolina,47.1,49.2,19.2,17.4,33,28.9,37.1,33.1,2023,0.485
North Dakota St.,51.7,50.8,16.9,12.4,24.4,22.6,32.2,27.1,2023,0.516
Robert Morris,49.2,49.6,19.5,19.1,29.7,28.5,26.9,31.1,2023,0.516
Tennessee Tech,51.4,51.7,17.8,18,23.8,30.2,29.9,25.8,2023,0.533
Southern Indiana,50.2,51.7,18.2,16.6,32.1,25.9,33.5,39.8,2023,0.533
Sacred Heart,48.4,50.2,18.8,19.4,28.8,30.8,27.6,26.5,2023,0.500
Campbell,52.7,52.5,18.1,18.4,24.4,27.8,38,32.1,2023,0.500
Ohio St.,52,48.9,16.1,15.9,31.5,28.6,26.6,28.1,2023,0.457
Texas St.,48.2,50.9,17.9,18.6,31.6,28.5,32.5,41.7,2023,0.500
Cornell,54.8,55.7,16.7,21.9,28.8,29,28.5,30.9,2023,0.654
Penn,53.3,49.3,18.9,14.9,30.1,27.9,29.5,31.2,2023,0.586
Bryant,52,50,18.7,15.8,29,25.2,32.9,31.9,2023,0.607
Montana,53.8,51.2,17.3,15.9,24.4,25.1,29.1,37.9,2023,0.567
Stetson,53.5,52.9,15.9,14.3,29.4,28.1,25.8,30,2023,0.586
Utah,48.9,45,18,15.2,31.3,27.4,29.2,24.4,2023,0.531
Wichita St.,50.7,47.5,18.2,16.9,29.1,28.2,30.8,25.9,2023,0.531
Syracuse,51.6,51.2,17,18.7,30,33.6,30.7,21.7,2023,0.531
Missouri St.,50.1,49.3,19.1,18.6,33.2,26.9,27.2,30.4,2023,0.548
Drexel,49.4,47.4,17.9,18,29.4,27.4,30.1,24.2,2023,0.548
Florida Gulf Coast,51.2,50.7,17.1,17.3,26.6,28.8,28.2,28.1,2023,0.548
Siena,49.3,49.6,19.5,18.5,30.5,26.8,34.5,33,2023,0.531
Murray St.,49,51.9,16.2,15.6,27.4,27.3,33.2,24.4,2023,0.548
Fort Wayne,50.5,51.9,18.9,17.7,27.1,26.1,28.7,23,2023,0.567
American,54.4,51.8,22,19.2,28.3,27.9,27.9,32.1,2023,0.531
Seton Hall,49,47.6,20.1,21.1,30.5,30,40.1,30.9,2023,0.531
Long Beach St.,48.4,49.8,18.7,18.2,34.6,28,34.4,30,2023,0.548
Cal Baptist,49,47.6,18.1,16,28.9,26.1,31.6,29.3,2023,0.548
Western Kentucky,49.6,50.7,17.1,18,25.9,31,32.3,25.6,2023,0.548
Georgia Southern,48.2,49.5,16.3,18.3,25.8,27.3,27.9,34.6,2023,0.567
Delaware,49.6,51.8,16.5,18.6,25,29.8,33,29.4,2023,0.531
Wofford,52.4,54.8,16.3,16.6,28.6,28.7,30,26.4,2023,0.567
Army,53.8,51.4,19.1,15.6,25.4,24.2,31.3,28.5,2023,0.548
Washington St.,50.4,49.8,18.5,16.6,31.5,26.1,28.2,28.4,2023,0.500
Villanova,51.5,50.7,15.5,17.3,22.6,25.2,30,27.7,2023,0.500
Tarleton St.,47.6,53.3,18.3,24.2,26,30,47.6,46.2,2023,0.567
North Carolina Central,50.9,48.9,22.6,21.6,32.3,29.6,34.2,35.5,2023,0.692
Navy,51.5,50.4,17.3,19.5,29.9,28,23.7,30,2023,0.600
Maryland Eastern Shore,47.6,50.6,21.1,24.9,27.1,31.7,31.4,34.4,2023,0.667
UC Davis,49.8,50.7,20.6,20.8,32.2,28.6,42.8,31.5,2023,0.600
UMBC,51.3,52.9,14.8,16.9,26.4,26.8,27,25.6,2023,0.581
Alcorn St.,45.2,51.4,18.3,21,33.7,31.4,35.3,39.3,2023,0.563
Southeastern Louisiana,50.9,54.2,16.9,19.8,27.6,29.9,32.1,33.4,2023,0.621
Tennessee St.,50.9,49.9,17.3,18.5,26.9,28.2,35.1,42.4,2023,0.643
St. John's,49.4,50.2,18.7,19.7,34,27.6,27.7,29.6,2023,0.545
Wright St.,53.5,50.3,17.3,17.2,26.2,26.6,24,27.6,2023,0.581
Weber St.,50.8,52.8,19.2,19.3,21,22.4,33.7,31.7,2023,0.581
Queens,51.2,53,17.6,15.7,29.7,26.1,35.9,25.4,2023,0.600
North Alabama,50.7,52.1,15.8,15.1,23.1,27.9,30.1,31.8,2023,0.600
Michigan,51.6,47.9,15.2,14.4,25.7,25.8,30.8,25.8,2023,0.529
Western Carolina,49.1,51,15.7,15.6,25.5,25.2,33.8,34.1,2023,0.581
Merrimack,48.3,49.1,20.7,26,20.5,35.6,34.6,26.9,2023,0.563
Colorado,49,48,19,19.3,30.8,25.1,29.9,31.4,2023,0.514
Chattanooga,54,50.9,17.5,15.3,27.3,26.7,32,30.2,2023,0.563
Loyola Marymount,53.1,51.8,18.3,16.2,30.2,24.6,31.6,34.9,2023,0.633
Old Dominion,46.4,48.3,17.1,17.7,32.8,29,36.2,34.7,2023,0.633
UNLV,49.2,52.4,17.5,24.7,27.9,31,35.5,31,2023,0.613
Stephen F. Austin,51.5,51.4,21.3,23.8,31.6,32.2,38.9,41.8,2023,0.655
South Dakota St.,51.7,50.9,17.1,17.3,21.5,26,28.1,23.1,2023,0.613
Wake Forest,54.2,51.6,17.1,17.3,24.8,26.6,32.1,26.7,2023,0.576
Middle Tennessee,51.2,51.6,19.3,21.8,31.9,29.2,29.4,34.6,2023,0.613
Ohio,52.4,51.6,16.2,17.6,32.8,28.9,27.5,33.9,2023,0.594
St. Thomas,51.8,51.9,15.1,17.3,24,28.8,30.7,31,2023,0.613
SIU Edwardsville,48.5,49,18.5,19.2,30.6,29.4,40.3,34.6,2023,0.633
Tennessee Martin,50.4,49.6,16.8,16.8,27,29,36.1,34,2023,0.655
Rutgers,47.9,46.6,17.1,21.7,32.1,27.9,28.2,27.4,2023,0.559
UCF,50.3,48,19.6,21.9,33.6,30.7,28.9,33.4,2023,0.559
Virginia Tech,54,50.7,14.7,16.3,25.9,27.7,25.9,25.2,2023,0.559
BYU,51.5,49.5,20.2,18.5,31.8,24.1,32.5,37.8,2023,0.594
South Alabama,52.8,46.6,14.6,16.1,20.9,28.4,22.3,28.3,2023,0.576
Rice,53.1,54.7,18,16.1,24.1,26.6,32.5,25.7,2023,0.594
Tulane,52.4,50.4,15.1,19.3,19.3,30.5,35.4,29.6,2023,0.645
Quinnipiac,49.9,48.1,18.1,16.5,32.2,27.6,33,27.1,2023,0.645
UNC Greensboro,50.6,47.8,17.8,19.3,29.2,26.5,32.4,31.4,2023,0.667
Seattle,46.3,48.8,16.9,17.8,29.9,26.6,32.4,33.3,2023,0.667
Longwood,50.2,51.2,17.8,21.5,32.1,26.9,33.6,33.5,2023,0.667
Ball St.,53,51,17.8,16.7,30.5,28.4,42.3,31.3,2023,0.667
North Carolina,49.2,48.7,15.2,14.9,30.4,23.3,37,26.3,2023,0.606
Cal St. Fullerton,49.4,48.6,17.4,20.5,25.9,29.4,38.7,33.4,2023,0.645
Duquesne,51.1,50.5,17.3,20.8,33.4,33.1,26.4,35.1,2023,0.606
Troy,49.4,48.6,18.7,21.1,30.3,30.1,32.5,34.6,2023,0.667
George Mason,51.9,47.9,20.2,16.9,27.9,24.8,37.1,33,2023,0.606
Lipscomb,53.7,50.2,17.3,15.6,25,24.6,23.6,23.3,2023,0.667
San Francisco,53.6,49.9,19.6,17.6,28.5,26.5,32.2,38.1,2023,0.606
Wisconsin,48.3,50.2,13.4,18.3,22.6,24.9,25,27.5,2023,0.571
Oklahoma St.,48.8,45.6,20.6,18.9,32.6,28.2,32.5,30.4,2023,0.556
Belmont,55.3,51.1,16.8,17.7,25.4,30,24.3,29.3,2023,0.677
Samford,53.6,51.9,17.9,19.8,28.2,27,41,37.6,2023,0.750
Saint Louis,52.1,48.3,17.3,15.3,29.7,26.5,29.1,32.7,2023,0.656
Towson,51.1,48.6,18.4,17.7,35.7,26.7,29.8,29.5,2023,0.636
San Jose St.,50.2,48.4,18.7,13.2,34.7,24.6,27.2,28.6,2023,0.618
Cleveland St.,49.4,48.4,17.2,20.4,34.9,35.5,29.7,30.3,2023,0.636
Oregon,51.1,47.1,18.3,16.4,32.5,26.4,32,23.9,2023,0.583
Radford,51.3,52.2,18.3,20.2,30.9,27.9,27.4,32.3,2023,0.618
Yale,52.8,47,16.5,18.4,28,23.2,30.6,33.9,2023,0.750
Akron,51.9,49.7,16.6,17.8,29.8,26.5,33.7,28,2023,0.710
James Madison,51.5,49.4,18.6,21.4,31.3,27.6,38.9,31.8,2023,0.733
Hawaii,48.6,44.5,18.6,16.4,29.6,26.5,33.6,27.2,2023,0.688
Norfolk St.,52.2,50.2,19.8,19,33.4,30.6,39.5,36.3,2023,0.759
Northwestern St.,51.3,51,17.3,21,33.3,33.6,27.2,38.7,2023,0.688
New Mexico,52.6,50.5,15.6,17.5,27.9,27.3,39.1,28.5,2023,0.667
Dayton,53,45,18.8,16.1,30.7,27,35.5,23.9,2023,0.647
UC Riverside,50.5,51.3,18,17.2,31.8,22.9,26.2,38,2023,0.667
Morehead St.,49,49.8,18.3,15.4,26.6,24.7,34.7,27.5,2023,0.733
Milwaukee,51.4,48.2,21.3,17.6,32.5,32.8,31.9,29.3,2023,0.710
Charlotte,55.1,50.2,17,17.8,22.3,24.4,24.9,24,2023,0.611
Vanderbilt,49.6,48.6,16,15.3,30.8,31.9,31.6,31.2,2023,0.595
Santa Clara,52.4,50.8,17.4,16.7,30.2,24.4,30.6,25.4,2023,0.719
Southern Illinois,51.7,47.6,19.3,19.6,22.8,27.3,30.6,29.8,2023,0.719
Clemson,54.1,47.3,16.1,16.4,23.4,24.3,30.5,30.7,2023,0.676
Eastern Washington,56.2,50.2,19.9,16.2,28,25.8,31.5,29.4,2023,0.697
UC Irvine,51.5,45.8,17.5,17.5,27.4,27,29.3,36.9,2023,0.697
Cincinnati,51.3,47.7,15.2,16.9,30.8,27.4,25.7,29.1,2023,0.657
Indiana St.,56.4,48.2,17,17.2,21.4,22.8,31.5,30.4,2023,0.657
Eastern Kentucky,48.6,50.6,16.7,18.6,33.4,29.3,24.3,25.4,2023,0.676
Youngstown St.,54.7,51.3,15.6,17.9,30.6,29.2,29.4,26.2,2023,0.750
UNC Wilmington,48.9,49.2,18.6,20.7,27.8,28,39.7,37.6,2023,0.750
Southern Utah,52,51.5,18.6,17.5,27.9,26.1,39.5,31.4,2023,0.727
Marshall,52.6,47.7,15.5,20.1,31.7,32.6,26.2,28,2023,0.774
Grambling St.,50,44.6,21.2,21,31.5,31.6,41.5,41.1,2023,0.774
Hofstra,55.1,46.8,15.9,18.5,23.6,31.7,20.9,25.3,2023,0.735
Bradley,52.7,46.7,17.9,18.9,29.2,23.8,26.8,32.1,2023,0.735
Southern Miss,50.9,47.8,18,19.9,30.8,29.4,32.2,30.2,2023,0.833
Fordham,48.6,47,19.1,19.3,29.9,25.2,37.6,37.4,2023,0.758
